1	0	
0.980785	0	
0.92388	0	
0.83147	0	
0.707107	0	
0.55557	0	
0.382683	0	
0.19509	0	
6.12323e-17	0	
-0.19509	0	
-0.382683	0	
-0.55557	0	
-0.707107	0	
-0.83147	0	
-0.92388	0	
-0.980785	0	
-1	0	
-0.980785	0	
-0.92388	0	
-0.83147	0	
-0.707107	0	
-0.55557	0	
-0.382683	0	
-0.19509	0	
-1.83697e-16	0	
0.19509	0	
0.382683	0	
0.55557	0	
0.707107	0	
0.83147	0	
0.92388	0	
0.980785	0	
1	0	
0.980785	0	
0.92388	0	
0.83147	0	
0.707107	0	
0.55557	0	
0.382683	0	
0.19509	0	
3.06162e-16	0	
-0.19509	0	
-0.382683	0	
-0.55557	0	
-0.707107	0	
-0.83147	0	
-0.92388	0	
-0.980785	0	
-1	0	
-0.980785	0	
-0.92388	0	
-0.83147	0	
-0.707107	0	
-0.55557	0	
-0.382683	0	
-0.19509	0	
-4.28626e-16	0	
0.19509	0	
0.382683	0	
0.55557	0	
0.707107	0	
0.83147	0	
0.92388	0	
0.980785	0	
1	0	
0.980785	0	
0.92388	0	
0.83147	0	
0.707107	0	
0.55557	0	
0.382683	0	
0.19509	0	
5.51091e-16	0	
-0.19509	0	
-0.382683	0	
-0.55557	0	
-0.707107	0	
-0.83147	0	
-0.92388	0	
-0.980785	0	
-1	0	
-0.980785	0	
-0.92388	0	
-0.83147	0	
-0.707107	0	
-0.55557	0	
-0.382683	0	
-0.19509	0	
-2.44991e-15	0	
0.19509	0	
0.382683	0	
0.55557	0	
0.707107	0	
0.83147	0	
0.92388	0	
0.980785	0	
1	0	
0.980785	0	
0.92388	0	
0.83147	0	
0.707107	0	
0.55557	0	
0.382683	0	
0.19509	0	
-9.80336e-16	0	
-0.19509	0	
-0.382683	0	
-0.55557	0	
-0.707107	0	
-0.83147	0	
-0.92388	0	
-0.980785	0	
-1	0	
-0.980785	0	
-0.92388	0	
-0.83147	0	
-0.707107	0	
-0.55557	0	
-0.382683	0	
-0.19509	0	
-2.69484e-15	0	
0.19509	0	
0.382683	0	
0.55557	0	
0.707107	0	
0.83147	0	
0.92388	0	
0.980785	0	
