100
-2.57595	7.71102
-7.36196	-3.50466
-2.55326	2.15027
-6.75332	-1.59448
1.31537	6.52725
-6.0345	-2.73475
1.91639	6.81839
-6.8291	-3.61365
-3.83594	6.10862
-3.11398	1.76383
2.46165	16.3471
-1.55773	7.30638
0.135331	5.43376
-4.10837	-3.14899
-1.3441	8.6906
-2.51306	0.328181
-0.544413	2.81711
0.540113	11.7434
-1.84501	7.46683
-6.02828	5.42597
0.0155034	9.09047
-0.133223	2.38139
-3.57673	0.950317
-5.65727	0.315039
-4.77753	3.07821
3.05098	11.1331
2.7106	15.6021
1.61488	13.0915
0.10137	8.24773
-3.67234	3.95534
2.27897	15.0606
-4.58932	5.25158
1.6452	12.2221
-3.84548	2.47589
4.87905	22.3841
-1.75028	0.119098
5.4178	32.6968
-1.37755	8.32605
-0.524656	7.24247
-1.91365	0.0511154
-1.59453	4.05715
5.1228	24.8934
5.22646	29.1571
-2.89889	5.41934
-1.88211	8.26907
4.25872	25.9499
-1.29361	3.77198
-3.26246	4.8362
-2.05952	2.38947
0.0113622	11.1473
-2.61425	0.350825
-1.00724	2.05999
-1.26492	5.44536
6.15372	43.6689
-0.643458	7.90816
3.95558	21.8798
6.69146	45.7088
6.91293	50.9666
-0.692386	6.40053
3.59536	17.452
7.43022	58.0111
3.8857	20.2554
0.752873	6.74064
1.80261	6.0138
6.35251	38.6568
-0.797159	3.77541
4.50747	19.6789
0.676684	4.15437
5.24337	29.4344
4.94297	29.2886
3.41298	19.1056
3.06527	18.9083
5.12212	25.8192
8.79461	90.5016
3.31705	21.6458
1.35308	13.2615
5.3445	30.2324
5.97338	39.2947
0.296231	4.63183
2.50201	12.2097
8.95321	93.0705
7.38446	60.7805
4.13567	20.4139
9.33867	100.206
4.28104	23.1013
4.03557	23.1425
8.05354	71.814
8.09433	66.6985
2.80171	12.0948
7.70441	66.6554
4.6784	25.4074
2.19378	16.0477
3.2307	16.5219
7.84836	64.6894
8.27643	70.1573
2.29562	8.10257
1.87802	9.44204
4.7723	27.9246
3.22674	15.2714
2.57843	15.1953
