-114.29	-40.6456
82.1065	11.7278
-125.174	77.9033
43.1243	40.7782
53.0462	74.77
-56.3667	-23.8063
-31.6305	-104.956
-75.8724	-70.5779
-98.1947	96.3717
-6.52994	82.09
-58.6003	59.9776
56.7418	-41.9031
58.4924	18.2402
-90.2995	28.4193
47.9663	-20.8996
-94.5691	77.5548
-59.371	61.1607
-87.1019	54.3015
-27.5454	-143.608
-45.8216	56.8663
-51.9144	-99.6442
63.769	-74.3433
-115.702	58.1263
-42.165	-117.955
-21.7066	107.179
-47.6068	95.2448
55.0751	-22.424
-53.3608	-17.9527
-124.368	-72.4218
-88.418	49.5297
98.7132	-57.1478
87.0028	72.1795
79.8878	59.6869
99.371	142.342
30.3521	48.2959
37.1848	-13.545
10.7949	-42.6543
50.8436	75.7616
66.8704	-56.5547
-21.3449	-15.6325
-108.316	-13.4646
20.3353	-12.9684
85.4442	20.0312
71.6661	59.6564
-31.2079	81.4539
9.59072	-43.9437
29.3131	-57.4377
-96.9274	31.5675
72.377	69.4173
-114.71	-77.7135
-53.9612	-62.5979
-86.3667	0.17469
80.9971	100.156
-81.43	84.5364
-59.5837	36.1936
-17.8241	-45.0042
76.3004	64.5401
83.8143	-69.4455
-41.3306	-19.3975
12.2517	81.1784
69.5689	8.71642
-68.3397	54.4361
-17.8338	-142.545
-41.3922	62.794
-64.9324	112.066
31.9306	114.494
-64.2775	50.0633
73.6624	97.7151
-28.0187	-78.3558
-65.2944	-98.4294
-59.8784	-83.6753
-68.5926	-25.7834
-61.9826	-77.8955
-43.0067	26.3248
-92.6531	11.6196
36.9668	11.5107
40.6183	39.4076
-51.0207	103.628
27.1379	-92.5633
55.9969	-60.0169
89.7804	-3.22237
114.162	-69.1595
79.9637	-75.3997
-34.1874	-49.6329
78.8409	95.3749
-21.0013	72.0586
99.1567	118.59
75.955	-29.8339
93.8355	-19.5633
92.7173	39.3906
-26.9058	53.974
-48.9156	-61.4558
67.1872	105.97
105.599	48.285
-85.2655	-5.08769
84.2671	-87.8193
104.761	-90.4496
-67.4201	-86.5912
74.1634	-110.574
-1.67329	83.1962
-56.3197	20.9839
-62.3317	-80.6617
28.7409	-82.0856
-70.9269	57.9586
62.1429	-74.5063
91.9728	51.5211
83.9399	-28.2583
-30.1153	5.07418
-12.1758	-51.6977
-110.206	-103.339
-39.7868	-28.2239
95.0608	-35.7385
63.0368	73.9842
85.6783	55.939
90.9326	61.0327
116.148	-46.9699
-33.595	81.6769
-88.9078	-50.3263
73.9256	60.8251
60.3317	35.4912
118.8	-78.8338
82.8561	-70.8468
22.1304	1.79848
-27.6822	44.304
11.4114	-33.6666
89.6891	64.3143
44.683	-24.4218
49.711	86.8051
72.9095	70.9127
-71.2661	-42.7178
-36.2896	95.3081
74.8884	28.8067
-80.6117	44.9546
75.2125	-88.733
-89.8445	-37.6194
-87.8848	22.7589
62.209	-52.6309
-39.4304	66.3409
34.2282	102.636
-35.9388	-57.3158
-111.437	30.5017
-14.643	-14.8025
-78.1073	-112.401
62.6301	-52.7028
46.5068	-76.6926
59.0454	40.4299
-98.9422	-69.2936
30.8545	65.5234
-50.1777	84.3433
-39.9868	-45.9188
59.3899	-112.037
88.4585	8.44357
-60.4153	-111.938
105.443	-108.477
-67.4382	67.5066
-72.526	40.1449
27.7332	-82.2728
-41.555	-26.385
-105.115	63.924
-14.7118	-40.4873
-100.592	-70.332
58.3786	-83.4111
-59.7893	-62.9956
-33.7463	50.8901
72.5565	-113.397
72.2612	52.5852
-79.1252	-5.2966
79.5807	-52.0693
30.0738	-121.092
3.3433	-113.535
-35.8725	-103.898
-78.2181	-73.1466
53.8113	29.812
58.6115	-111.868
-110.712	46.1189
-59.9768	74.3191
58.2147	133.077
-138.22	1.65132
146.49	106.542
-15.2368	-49.2404
-38.7156	70.6527
-50.4349	45.603
23.0893	-75.419
61.8032	-23.2311
-39.3875	147.308
90.4477	54.8105
-46.0543	-77.1154
85.6561	-29.1677
97.3414	-6.09938
89.5185	39.8395
-92.5256	-114.27
80.9672	-48.515
67.5107	-21.095
-76.9321	85.1501
58.1518	42.1395
44.3942	79.8723
90.1895	-36.9953
-40.8899	53.5821
-50.0643	-89.6899
25.5202	-30.3564
-39.1668	31.5227
-50.2099	124.799
73.411	-60.2523
80.0178	53.0698
-85.8469	-65.2435
79.3449	-56.7022
-94.4688	-111.511
-44.3278	86.5484
-65.0414	26.9055
-77.5101	-62.1936
-90.4795	71.9415
-31.6477	-72.1334
-4.78548	-91.2515
140.453	63.4642
79.9019	26.7037
30.6907	75.5847
-57.5516	73.4093
-74.6197	24.8803
74.3952	37.9489
-97.7107	-77.679
-80.2107	53.704
43.5988	-97.4866
-77.9322	66.092
80.6216	94.6738
-54.6813	46.2459
-55.1548	-58.5111
51.0243	81.8296
56.6089	91.1693
-67.0551	20.6291
43.654	-72.387
-71.8574	78.8507
97.6042	19.2808
-11.5914	102.923
103.201	-124.63
88.1656	75.1917
62.7788	-95.5886
68.4112	-101.588
100.503	-53.1777
1.56393	25.6979
63.981	-28.4231
54.8049	37.4625
-129.733	-93.1746
-90.5565	35.2521
-73.9954	-10.6475
-53.0761	-7.05422
-32.1068	74.0305
110.519	76.0953
-42.0597	71.1791
-132.179	-126.197
-87.2436	-27.3107
